OBJCONT	STRATUM	CASENUM	WEIGHT	E_ACTION	EVENTNUM	GAD	OBJGAD	PJ	PSU	REGION	VEHNUM
101	5	200932711820	94.563	1	1	0	98	1	93	2	1
137	5	200932711820	94.563	3	2	2	98	1	93	2	1
137	6	200932711821	94.563	3	1	2	98	1	93	2	1
137	6	200932711822	94.563	3	1	3	98	1	93	2	1
101	6	200932711823	94.563	1	1	0	98	1	93	2	1
2	6	200932711825	94.563	4	1	2	3	1	93	2	1
124	6	200932711827	94.563	2	1	1	98	1	93	2	1
124	6	200932711828	94.563	2	1	2	98	3	93	2	1
138	5	200932711829	94.563	3	1	99	98	3	93	2	1
101	5	200932711829	94.563	1	2	0	98	3	93	2	1
135	6	200932711830	94.563	3	1	1	98	3	93	2	1
101	6	200932711831	94.563	1	1	0	98	3	93	2	1
101	1	200932711834	94.563	1	1	0	98	4	93	2	1
137	6	200932711835	94.563	3	1	3	98	4	93	2	1
137	6	200932711835	94.563	3	2	3	98	4	93	2	1
131	6	200932711835	94.563	3	3	6	98	4	93	2	1
101	5	200932711836	94.563	1	1	0	98	4	93	2	1
2	6	200932711837	94.563	4	1	1	3	8	93	2	1
2	5	200932711838	94.563	5	1	2	1	8	93	2	1
3	5	200932711838	94.563	4	2	4	12	8	93	2	1
2	5	200932711838	94.563	4	3	11	1	8	93	2	1
2	6	200932711841	463.464	4	1	1	2	12	93	2	1
126	4	200932711842	463.464	2	1	2	98	12	93	2	1
138	6	200932711843	94.563	3	1	6	98	2	93	2	1
2	6	200932711844	94.563	4	1	1	2	2	93	2	1
2	5	200932711845	94.563	4	1	1	3	2	93	2	1
140	5	200932711846	94.563	3	1	1	98	2	93	2	1
124	6	200932711847	94.563	2	1	1	98	2	93	2	1
101	6	200932711848	94.563	1	1	0	98	2	93	2	1
134	5	200932711849	94.563	3	1	2	98	2	93	2	1
101	5	200932711849	94.563	1	2	0	98	2	93	2	1
2	2	200932711850	94.563	4	1	1	3	5	93	2	1
145	6	200932711851	94.563	3	1	1	98	5	93	2	1
138	6	200932711852	94.563	3	1	2	98	6	93	2	1
124	4	200932711854	283.69	2	1	99	98	6	93	2	1
138	6	200932711856	94.563	3	1	2	98	6	93	2	1
2	4	200932711858	283.69	4	1	12	2	6	93	2	1
2	5	200932711860	94.563	5	1	4	1	6	93	2	1
124	4	200932711862	283.69	2	1	99	98	6	93	2	1
124	6	200932711864	94.563	2	1	99	98	6	93	2	1
2	4	200932711866	283.69	4	1	4	1	6	93	2	1
138	6	200932711867	94.563	3	1	6	98	7	93	2	1
101	6	200932711867	94.563	1	2	0	98	7	93	2	1
101	6	200932711869	94.563	1	1	0	98	7	93	2	1
2	5	200932711870	94.563	5	1	4	1	7	93	2	1
2	4	200932711873	283.69	4	1	1	4	9	93	2	1
2	4	200932711876	283.69	4	1	1	3	9	93	2	1
2	6	200932711879	94.563	4	1	1	4	9	93	2	1
124	4	200932711880	283.69	2	1	99	98	9	93	2	1
101	6	200932711881	94.563	1	1	0	98	1	93	2	1
124	4	200932711882	283.69	2	1	12	98	1	93	2	1
124	4	200932711885	283.69	2	1	12	98	1	93	2	1
101	6	200932711886	94.563	1	1	0	98	1	93	2	1
124	6	200932711887	94.563	2	1	1	98	1	93	2	1
124	6	200932711887	94.563	2	2	1	98	1	93	2	1
134	5	200932711888	94.563	3	1	11	98	1	93	2	1
135	5	200932711888	94.563	3	2	99	98	1	93	2	1
101	5	200932711888	94.563	1	3	0	98	1	93	2	1
134	6	200932711889	94.563	3	1	12	98	1	93	2	1
134	6	200932711889	94.563	3	2	1	98	1	93	2	1
2	5	200932711890	94.563	5	1	4	1	1	93	2	1
101	5	200932711891	94.563	1	1	0	98	1	93	2	1
2	5	200932711892	94.563	4	1	1	2	3	93	2	1
124	4	200932711893	283.69	2	1	11	98	3	93	2	1
101	5	200932711895	94.563	1	1	0	98	4	93	2	1
145	4	200932711896	283.69	3	1	2	98	8	93	2	1
137	6	200932711898	94.563	3	1	2	98	8	93	2	1
101	6	200932711899	94.563	1	1	0	98	2	93	2	1
124	6	200932711900	94.563	2	1	1	98	2	93	2	1
2	4	200932711901	283.69	5	1	4	1	2	93	2	1
2	2	200932711902	94.563	5	1	12	3	2	93	2	1
2	6	200932711903	94.563	5	1	3	1	2	93	2	1
137	6	200932711903	94.563	3	2	99	98	2	93	2	1
101	2	200932711907	94.563	1	1	0	98	5	93	2	1
101	6	200932711908	94.563	1	1	0	98	5	93	2	1
2	2	200932711910	94.563	5	1	3	11	5	93	2	1
124	6	200932711912	94.563	2	1	99	98	6	93	2	1
2	5	200932711915	94.563	4	1	1	4	6	93	2	1
124	4	200932711916	283.69	2	1	99	98	6	93	2	1
2	5	200932711917	94.563	4	1	1	3	6	93	2	1
101	6	200932711920	94.563	1	1	0	98	6	93	2	1
124	4	200932711921	283.69	2	1	99	98	6	93	2	1
101	5	200932711923	94.563	1	1	0	98	6	93	2	1
124	2	200932711924	94.563	2	1	99	98	6	93	2	1
101	5	200932711925	94.563	1	1	0	98	6	93	2	1
141	5	200932711925	94.563	3	2	99	98	6	93	2	1
126	4	200932711927	283.69	2	1	3	98	6	93	2	1
2	6	200932711928	94.563	5	1	4	1	7	93	2	1
101	6	200932711929	94.563	1	1	0	98	7	93	2	1
2	6	200932711930	94.563	4	1	1	3	7	93	2	1
2	4	200932711933	283.69	5	1	4	1	9	93	2	1
2	6	200932711935	94.563	4	1	1	3	9	93	2	1
2	6	200932711936	94.563	5	1	2	1	9	93	2	1
2	6	200932711937	94.563	5	1	2	1	9	93	2	1
124	6	200932711938	94.563	2	1	99	98	9	93	2	1
2	4	200932711940	283.69	4	1	1	4	9	93	2	1
2	5	200932711943	94.563	5	1	3	1	3	93	2	1
124	6	200932711944	94.563	2	1	1	98	3	93	2	1
124	3	200932711946	94.563	2	1	1	98	3	93	2	1
101	3	200932711946	94.563	1	2	0	98	3	93	2	1
2	1	200932711947	94.563	5	1	2	1	3	93	2	1
137	1	200932711947	94.563	3	2	1	98	3	93	2	2
124	4	200932711948	283.69	2	1	1	98	3	93	2	1
138	3	200932711950	94.563	3	1	6	98	3	93	2	1
137	3	200932711950	94.563	3	2	99	98	3	93	2	1
124	4	200932711952	283.69	2	1	1	98	3	93	2	1
101	5	200932711954	94.563	1	1	0	98	3	93	2	1
158	5	200932711954	94.563	3	2	99	98	3	93	2	1
2	6	200932711955	94.563	5	1	4	1	4	93	2	1
2	6	200932711958	94.563	4	1	1	3	8	93	2	1
2	4	200932711959	283.69	4	1	1	3	8	93	2	1
2	4	200932711962	463.464	4	1	12	2	12	93	2	1
2	4	200932711963	463.464	4	1	12	2	12	93	2	1
2	4	200932711964	463.464	4	1	12	11	12	93	2	1
2	4	200932711965	463.464	4	1	1	2	12	93	2	1
101	6	200932711967	94.563	1	1	0	98	2	93	2	1
137	5	200932711968	94.563	3	1	99	98	2	93	2	1
101	5	200932711968	94.563	1	2	0	98	2	93	2	1
124	4	200932711969	283.69	2	1	1	98	2	93	2	1
2	6	200932711970	94.563	4	1	1	3	2	93	2	1
138	5	200932711972	94.563	3	1	1	98	5	93	2	1
101	5	200932711972	94.563	1	2	0	98	5	93	2	1
2	4	200932711973	283.69	4	1	3	2	5	93	2	1
123	1	200932711974	94.563	2	1	2	98	5	93	2	1
138	1	200932711974	94.563	3	2	99	98	5	93	2	1
137	1	200932711974	94.563	3	3	99	98	5	93	2	1
140	5	200932711975	94.563	3	1	1	98	5	93	2	1
2	6	200932711977	94.563	5	1	4	1	6	93	2	1
2	5	200932711978	94.563	4	1	1	3	6	93	2	1
2	2	200932711980	94.563	5	1	4	1	6	93	2	1
135	6	200932711981	94.563	3	1	1	98	6	93	2	1
2	2	200932711982	94.563	4	1	1	1	6	93	2	1
124	4	200932711983	283.69	2	1	99	98	6	93	2	1
101	6	200932711985	94.563	1	1	0	98	6	93	2	1
2	4	200932711987	283.69	4	1	3	2	7	93	2	1
138	6	200932711988	94.563	3	1	1	98	7	93	2	1
101	6	200932711988	94.563	1	2	0	98	7	93	2	1
138	2	200932711989	94.563	3	1	2	98	7	93	2	1
101	2	200932711989	94.563	1	2	0	98	7	93	2	1
101	6	200932711990	94.563	1	1	0	98	7	93	2	1
101	2	200932711991	94.563	1	1	0	98	7	93	2	1
2	6	200932711992	94.563	5	1	3	1	7	93	2	1
2	6	200932711994	94.563	5	1	2	1	9	93	2	1
2	4	200932711995	283.69	4	1	4	2	9	93	2	1
2	4	200932711998	283.69	4	1	1	2	9	93	2	1
2	6	200932711999	94.563	4	1	1	4	9	93	2	1
126	6	200932712000	94.563	2	1	1	98	9	93	2	1
2	6	200932712001	94.563	4	1	1	4	9	93	2	1
2	6	200932712003	94.563	5	1	3	1	9	93	2	1
143	5	200932712004	94.563	3	1	1	98	9	93	2	1
2	4	200932712006	283.69	4	1	1	4	9	93	2	1
124	4	200932712008	283.69	2	1	1	98	1	93	2	1
105	6	200932712010	94.563	1	1	0	98	1	93	2	1
101	6	200932712010	94.563	1	2	0	98	1	93	2	1
101	6	200932712011	94.563	1	1	0	98	1	93	2	1
101	6	200932712012	94.563	1	1	0	98	1	93	2	1
102	6	200932712012	94.563	1	2	0	98	1	93	2	1
2	4	200932712014	283.69	4	1	1	3	1	93	2	1
124	3	200932712015	94.563	2	1	1	98	1	93	2	1
101	3	200932712015	94.563	1	2	0	98	1	93	2	1
101	5	200932712016	94.563	1	1	0	98	3	93	2	1
2	1	200932712018	94.563	5	1	2	12	3	93	2	1
138	1	200932712018	94.563	3	2	1	98	3	93	2	2
124	4	200932712019	283.69	2	1	1	98	3	93	2	1
124	4	200932712022	283.69	2	1	1	98	3	93	2	1
124	6	200932712023	94.563	2	1	11	98	3	93	2	1
134	6	200932712024	94.563	3	1	1	98	3	93	2	1
101	6	200932712024	94.563	1	2	0	98	3	93	2	1
134	4	200932712025	283.69	3	1	2	98	4	93	2	1
101	5	200932712026	94.563	1	1	0	98	4	93	2	1
101	6	200932712027	94.563	1	1	0	98	4	93	2	1
145	6	200932712028	94.563	3	1	1	98	4	93	2	1
101	3	200932712029	94.563	1	1	0	98	4	93	2	1
101	6	200932712030	94.563	1	1	0	98	4	93	2	1
101	6	200932712031	94.563	1	1	0	98	4	93	2	1
2	3	200932712033	94.563	4	1	1	3	8	93	2	1
2	6	200932712034	94.563	5	1	2	1	8	93	2	1
2	4	200932712035	283.69	4	1	1	3	8	93	2	1
137	4	200932712035	283.69	3	2	99	98	8	93	2	2
126	4	200932712038	283.69	2	1	2	98	8	93	2	1
126	4	200932712038	283.69	2	2	2	98	8	93	2	1
2	4	200932712041	283.69	5	1	4	1	8	93	2	1
2	5	200932712042	463.464	4	1	1	3	12	93	2	1
2	6	200932712043	463.464	4	1	11	12	12	93	2	1
101	5	200932712045	94.563	1	1	0	98	2	93	2	1
124	6	200932712046	94.563	2	1	1	98	2	93	2	1
124	4	200932712047	283.69	2	1	99	98	2	93	2	1
124	6	200932712049	94.563	2	1	1	98	2	93	2	1
124	6	200932712050	94.563	2	1	1	98	2	93	2	1
124	2	200932712051	94.563	2	1	1	98	2	93	2	1
138	6	200932712053	94.563	3	1	1	98	2	93	2	1
145	6	200932712053	94.563	3	2	11	98	2	93	2	1
101	3	200932712054	94.563	1	1	0	98	2	93	2	1
2	4	200932712055	283.69	4	1	4	2	2	93	2	1
124	6	200932712056	94.563	2	1	99	98	2	93	2	1
126	4	200932712059	283.69	2	1	4	98	2	93	2	1
101	2	200932712060	94.563	1	1	0	98	5	93	2	1
2	5	200932712061	94.563	5	1	2	1	5	93	2	1
137	5	200932712061	94.563	3	2	99	98	5	93	2	1
135	1	200932712062	94.563	3	1	2	98	5	93	2	1
101	1	200932712062	94.563	1	2	0	98	5	93	2	1
103	1	200932712062	94.563	1	3	0	98	5	93	2	1
101	5	200932712063	94.563	1	1	0	98	5	93	2	1
137	5	200932712065	94.563	3	1	1	98	7	93	2	1
101	5	200932712065	94.563	1	2	0	98	7	93	2	1
2	6	200932712067	94.563	5	1	2	1	7	93	2	1
2	6	200932712068	94.563	4	1	12	11	7	93	2	1
124	6	200932712069	94.563	2	1	99	98	6	93	2	1
124	6	200932712070	94.563	2	1	99	98	6	93	2	1
101	2	200932712071	94.563	1	1	0	98	6	93	2	1
124	4	200932712072	283.69	2	1	99	98	6	93	2	1
124	4	200932712075	283.69	2	1	99	98	6	93	2	1
124	4	200932712078	283.69	2	1	99	98	6	93	2	1
124	6	200932712080	94.563	2	1	99	98	6	93	2	1
124	4	200932712082	283.69	2	1	99	98	6	93	2	1
126	4	200932712086	283.69	2	1	2	98	9	93	2	1
2	6	200932712087	94.563	4	1	1	4	9	93	2	1
2	4	200932712090	283.69	5	1	2	1	9	93	2	1
2	6	200932712092	94.563	4	1	1	4	9	93	2	1
2	4	200932712094	283.69	4	1	1	3	9	93	2	1
101	6	200932712096	94.563	1	1	0	98	9	93	2	1
101	5	200932712097	94.563	1	1	0	98	1	93	2	1
137	5	200932712097	94.563	3	2	99	98	1	93	2	1
2	6	200932712098	94.563	4	1	3	3	1	93	2	1
2	6	200932712099	94.563	4	1	1	4	1	93	2	1
124	6	200932712100	94.563	2	1	1	98	1	93	2	1
124	6	200932712101	94.563	2	1	11	98	1	93	2	1
2	5	200932712102	94.563	5	1	3	1	1	93	2	1
101	5	200932712102	94.563	1	2	0	98	1	93	2	2
138	1	200932712104	94.563	3	1	1	98	1	93	2	1
145	1	200932712104	94.563	3	2	2	98	1	93	2	1
124	6	200932712106	94.563	2	1	1	98	1	93	2	1
101	2	200932712107	94.563	1	1	0	98	1	93	2	1
124	4	200932712108	283.69	2	1	1	98	1	93	2	1
105	6	200932712109	94.563	1	1	0	98	1	93	2	1
101	6	200932712109	94.563	1	2	0	98	1	93	2	1
101	6	200932712110	94.563	1	1	0	98	1	93	2	1
138	6	200932712113	94.563	3	1	99	98	3	93	2	1
101	6	200932712113	94.563	1	2	0	98	3	93	2	1
2	6	200932712117	94.563	4	1	1	2	8	93	2	1
2	4	200932712119	283.69	4	1	1	12	8	93	2	1
2	4	200932712121	463.464	4	1	1	4	12	93	2	1
101	6	200932712140	94.563	1	1	0	98	2	93	2	1
141	6	200932712140	94.563	3	2	99	98	2	93	2	1
2	4	200932712141	283.69	5	1	3	2	2	93	2	1
2	1	200932712143	94.563	5	1	3	1	2	93	2	1
101	1	200932712143	94.563	1	2	0	98	2	93	2	1
124	5	200932712144	94.563	2	1	1	98	2	93	2	1
124	4	200932712146	283.69	2	1	99	98	2	93	2	1
101	5	200932712147	94.563	1	1	0	98	2	93	2	1
124	6	200932712148	94.563	2	1	99	98	2	93	2	1
101	6	200932712150	94.563	1	1	0	98	2	93	2	1
101	6	200932712151	94.563	1	1	0	98	2	93	2	1
124	6	200932712152	94.563	2	1	1	98	2	93	2	1
124	6	200932712153	94.563	2	1	1	98	5	93	2	1
2	5	200932712156	94.563	5	1	3	1	6	93	2	1
140	5	200932712156	94.563	3	2	3	98	6	93	2	1
158	5	200932712156	94.563	3	3	3	98	6	93	2	1
138	5	200932712156	94.563	3	4	99	98	6	93	2	2
101	6	200932712157	94.563	1	1	0	98	6	93	2	1
101	5	200932712158	94.563	1	1	0	98	6	93	2	1
138	4	200932712160	283.69	3	1	3	98	6	93	2	1
124	6	200932712161	94.563	2	1	99	98	6	93	2	1
2	6	200932712163	94.563	4	1	1	2	7	93	2	1
2	6	200932712164	94.563	4	1	1	2	7	93	2	1
137	1	200932712165	94.563	3	1	1	98	7	93	2	1
101	1	200932712165	94.563	1	2	0	98	7	93	2	1
141	1	200932712165	94.563	3	3	99	98	7	93	2	1
137	3	200932712166	94.563	3	1	11	98	1	93	2	1
2	5	200932712167	94.563	5	1	4	1	1	93	2	1
2	4	200932712170	283.69	4	1	1	2	1	93	2	1
141	4	200932712172	283.69	3	1	1	98	3	93	2	1
123	2	200932712173	94.563	2	1	1	98	3	93	2	1
158	2	200932712173	94.563	3	2	99	98	3	93	2	1
138	1	200932712176	94.563	3	1	6	98	3	93	2	1
101	1	200932712176	94.563	1	2	0	98	3	93	2	1
2	6	200932712177	94.563	4	1	1	4	3	93	2	1
101	6	200932712177	94.563	1	2	0	98	3	93	2	2
101	5	200932712178	94.563	1	1	0	98	3	93	2	1
2	6	200932712179	94.563	5	1	2	1	4	93	2	1
101	3	200932712180	94.563	1	1	0	98	4	93	2	1
101	6	200932712181	94.563	1	1	0	98	4	93	2	1
2	6	200932712182	94.563	4	1	1	4	8	93	2	1
137	4	200932712184	283.69	3	1	1	98	8	93	2	1
145	4	200932712184	283.69	3	2	1	98	8	93	2	1
138	6	200932712187	94.563	3	1	2	98	2	93	2	1
101	6	200932712187	94.563	1	2	0	98	2	93	2	1
138	6	200932712188	94.563	3	1	99	98	2	93	2	1
101	6	200932712188	94.563	1	2	0	98	2	93	2	1
2	6	200932712190	94.563	5	1	4	1	2	93	2	1
124	4	200932712191	283.69	2	1	99	98	2	93	2	1
101	5	200932712194	94.563	1	1	0	98	2	93	2	1
2	4	200932712195	283.69	4	1	1	3	2	93	2	1
2	6	200932712196	94.563	5	1	2	1	5	93	2	1
3	6	200932712196	94.563	4	2	1	1	5	93	2	1
124	6	200932712197	94.563	2	1	99	98	5	93	2	1
124	6	200932712198	94.563	2	1	1	98	5	93	2	1
158	3	200932712200	94.563	3	1	1	98	6	93	2	1
124	4	200932712201	283.69	2	1	99	98	6	93	2	1
138	5	200932712204	94.563	3	1	99	98	6	93	2	1
101	5	200932712204	94.563	1	2	0	98	6	93	2	1
138	6	200932712205	94.563	3	1	1	98	6	93	2	1
124	4	200932712206	283.69	2	1	99	98	6	93	2	1
101	5	200932712207	94.563	1	1	0	98	6	93	2	1
141	5	200932712207	94.563	3	2	99	98	6	93	2	1
144	5	200932712207	94.563	3	3	99	98	6	93	2	1
2	5	200932712209	94.563	5	1	3	1	6	93	2	1
139	5	200932712209	94.563	3	2	99	98	6	93	2	1
138	5	200932712209	94.563	3	3	99	98	6	93	2	2
101	5	200932712210	94.563	1	1	0	98	6	93	2	1
2	6	200932712212	94.563	4	1	1	3	7	93	2	1
135	6	200932712214	94.563	3	1	2	98	7	93	2	1
138	6	200932712214	94.563	3	2	99	98	7	93	2	1
2	4	200932712215	283.69	5	1	3	2	7	93	2	1
2	6	200932712217	94.563	4	1	1	3	9	93	2	1
2	5	200932712218	94.563	4	1	1	2	9	93	2	1
2	4	200932712220	283.69	4	1	1	4	9	93	2	1
126	6	200932712222	94.563	2	1	1	98	9	93	2	1
124	4	200932712224	283.69	2	1	3	98	9	93	2	1
2	6	200932712226	94.563	4	1	1	1	9	93	2	1
2	4	200932712228	283.69	5	1	4	1	9	93	2	1
2	5	200932712231	94.563	4	1	1	4	9	93	2	1
2	4	200932712232	283.69	4	1	3	2	9	93	2	1
124	4	200932712236	283.69	2	1	1	98	1	93	2	1
138	4	200932712239	283.69	3	1	1	98	1	93	2	1
101	4	200932712239	283.69	1	2	0	98	1	93	2	1
124	6	200932712241	94.563	2	1	1	98	1	93	2	1
101	6	200932712243	94.563	1	1	0	98	1	93	2	1
2	6	200932712244	94.563	4	1	1	2	1	93	2	1
999	3	200932712245	94.563	3	1	99	98	1	93	2	1
138	6	200932712246	94.563	3	1	1	98	3	93	2	1
101	6	200932712246	94.563	1	2	0	98	3	93	2	1
124	6	200932712247	94.563	2	1	1	98	3	93	2	1
101	3	200932712248	94.563	1	1	0	98	3	93	2	1
2	6	200932712249	94.563	4	1	1	3	3	93	2	1
138	5	200932712250	94.563	3	1	3	98	3	93	2	1
2	5	200932712251	94.563	5	1	2	1	3	93	2	1
127	4	200932712252	283.69	2	1	1	98	3	93	2	1
2	5	200932712253	94.563	4	1	3	3	3	93	2	1
138	6	200932712254	94.563	3	1	4	98	3	93	2	1
101	6	200932712254	94.563	1	2	0	98	3	93	2	1
137	6	200932712254	94.563	3	3	99	98	3	93	2	1
124	6	200932712256	94.563	2	1	1	98	3	93	2	1
2	6	200932712257	94.563	5	1	4	1	4	93	2	1
2	5	200932712258	94.563	5	1	11	1	8	93	2	1
2	6	200932712259	94.563	5	1	3	1	8	93	2	1
2	5	200932712260	94.563	4	1	1	2	8	93	2	1
2	4	200932712261	283.69	5	1	4	1	8	93	2	1
126	5	200932712263	94.563	2	1	1	98	8	93	2	1
2	3	200932712264	94.563	4	1	1	4	8	93	2	1
2	4	200932712265	463.464	4	1	2	3	12	93	2	1
3	4	200932712265	463.464	5	2	3	1	12	93	2	1
2	4	200932712266	463.464	5	1	2	3	12	93	2	1
126	4	200932712267	463.464	2	1	2	98	12	93	2	1
2	4	200932712268	463.464	4	1	2	3	12	93	2	1
2	5	200932712269	94.563	4	1	1	2	2	93	2	1
137	5	200932712269	94.563	3	2	99	98	2	93	2	2
2	5	200932712269	94.563	4	3	1	3	2	93	2	1
101	3	200932712270	94.563	1	1	0	98	2	93	2	1
138	5	200932712272	94.563	3	1	99	98	2	93	2	1
101	5	200932712272	94.563	1	2	0	98	2	93	2	1
2	4	200932712274	283.69	4	1	1	4	5	93	2	1
2	6	200932712275	94.563	4	1	1	4	5	93	2	1
3	6	200932712275	94.563	4	2	1	4	5	93	2	2
124	6	200932712276	94.563	2	1	99	98	6	93	2	1
124	4	200932712277	283.69	2	1	99	98	6	93	2	1
101	6	200932712278	94.563	1	1	0	98	6	93	2	1
2	5	200932712279	94.563	5	1	4	1	6	93	2	1
2	5	200932712282	94.563	5	1	2	1	9	93	2	1
2	4	200932712283	283.69	4	1	1	4	9	93	2	1
126	6	200932712284	94.563	2	1	11	98	9	93	2	1
101	6	200932712286	94.563	1	1	0	98	1	93	2	1
2	5	200932712287	94.563	5	1	2	1	1	93	2	1
2	4	200932712288	283.69	4	1	12	3	1	93	2	1
124	6	200932712289	94.563	2	1	1	98	1	93	2	1
2	6	200932712292	94.563	4	1	3	3	1	93	2	1
139	6	200932712293	94.563	3	1	3	98	1	93	2	1
137	6	200932712293	94.563	3	2	1	98	1	93	2	1
137	6	200932712293	94.563	3	3	1	98	1	93	2	1
2	6	200932712294	94.563	4	1	2	3	3	93	2	1
101	1	200932712295	94.563	1	1	0	98	3	93	2	1
2	3	200932712297	94.563	5	1	2	1	3	93	2	1
2	6	200932712298	94.563	4	1	1	4	3	93	2	1
2	5	200932712299	94.563	5	1	3	1	3	93	2	1
137	5	200932712300	94.563	3	1	99	98	3	93	2	1
101	5	200932712300	94.563	1	2	0	98	3	93	2	1
102	5	200932712300	94.563	1	3	0	98	3	93	2	1
999	6	200932712301	94.563	3	1	2	98	3	93	2	1
2	6	200932712301	94.563	5	2	3	1	3	93	2	1
101	1	200932712302	94.563	1	1	0	98	4	93	2	1
2	1	200932712303	94.563	5	1	2	1	4	93	2	1
137	1	200932712303	94.563	3	2	99	98	4	93	2	1
137	4	200932712304	283.69	3	1	4	98	4	93	2	1
2	1	200932712305	94.563	5	1	3	1	8	93	2	1
3	1	200932712305	94.563	4	2	2	1	8	93	2	1
2	6	200932712306	94.563	4	1	1	3	8	93	2	1
2	5	200932712308	94.563	5	1	2	1	8	93	2	1
2	4	200932712309	283.69	4	1	1	2	8	93	2	1
2	6	200932712312	94.563	4	1	1	2	8	93	2	1
2	2	200932712313	94.563	5	1	6	1	2	93	2	1
126	6	200932712314	94.563	2	1	2	98	2	93	2	1
2	4	200932712315	283.69	5	1	3	12	2	93	2	1
134	6	200932712318	94.563	3	1	11	98	2	93	2	1
135	6	200932712318	94.563	3	2	99	98	2	93	2	1
101	6	200932712318	94.563	1	3	0	98	2	93	2	1
124	6	200932712319	94.563	2	1	1	98	2	93	2	1
135	6	200932712320	94.563	3	1	1	98	2	93	2	1
138	6	200932712321	94.563	3	1	99	98	5	93	2	1
101	6	200932712321	94.563	1	2	0	98	5	93	2	1
141	6	200932712321	94.563	3	3	99	98	5	93	2	1
124	6	200932712323	94.563	2	1	99	98	6	93	2	1
124	6	200932712324	94.563	2	1	99	98	6	93	2	1
2	4	200932712325	283.69	5	1	2	3	6	93	2	1
140	6	200932712326	94.563	3	1	1	98	6	93	2	1
101	6	200932712326	94.563	1	2	0	98	6	93	2	1
124	4	200932712329	283.69	2	1	99	98	6	93	2	1
124	6	200932712332	94.563	2	1	99	98	6	93	2	1
124	4	200932712333	283.69	2	1	99	98	6	93	2	1
124	4	200932712336	283.69	2	1	99	98	6	93	2	1
101	5	200932712337	94.563	1	1	0	98	6	93	2	1
101	5	200932712338	94.563	1	1	0	98	6	93	2	1
101	1	200932712339	94.563	1	1	0	98	7	93	2	1
101	6	200932712340	94.563	1	1	0	98	7	93	2	1
2	4	200932712342	283.69	4	1	1	2	9	93	2	1
2	6	200932712343	94.563	4	1	1	3	9	93	2	1
2	6	200932712345	94.563	4	1	1	3	9	93	2	1
2	6	200932712346	94.563	4	1	1	2	9	93	2	1
2	4	200932712348	283.69	5	1	2	1	9	93	2	1
2	6	200932712349	94.563	5	1	3	1	9	93	2	1
124	4	200932712352	283.69	2	1	1	98	9	93	2	1
124	6	200932712353	94.563	2	1	1	98	1	93	2	1
2	4	200932712354	283.69	4	1	1	3	1	93	2	1
124	6	200932712355	94.563	2	1	1	98	1	93	2	1
124	6	200932712356	94.563	2	1	1	98	1	93	2	1
124	6	200932712358	94.563	2	1	1	98	1	93	2	1
101	5	200932712359	94.563	1	1	0	98	1	93	2	1
101	5	200932712360	94.563	1	1	0	98	1	93	2	1
2	6	200932712361	94.563	4	1	1	1	1	93	2	1
124	4	200932712363	283.69	2	1	1	98	1	93	2	1
101	6	200932712366	94.563	1	1	0	98	3	93	2	1
137	2	200932712367	94.563	3	1	1	98	3	93	2	1
145	2	200932712367	94.563	3	2	1	98	3	93	2	1
158	2	200932712367	94.563	3	3	6	98	3	93	2	1
124	6	200932712368	94.563	2	1	1	98	3	93	2	1
137	6	200932712369	94.563	3	1	1	98	3	93	2	1
126	6	200932712369	94.563	2	2	1	98	3	93	2	1
2	4	200932712370	283.69	5	1	4	1	3	93	2	1
2	1	200932712371	94.563	4	1	1	1	3	93	2	1
2	6	200932712372	94.563	4	1	1	1	4	93	2	1
2	6	200932712373	94.563	4	1	1	2	8	93	2	1
3	6	200932712373	94.563	4	2	3	1	8	93	2	2
124	4	200932712374	283.69	2	1	99	98	8	93	2	1
137	6	200932712376	94.563	3	1	1	98	8	93	2	1
2	4	200932712378	283.69	4	1	1	2	8	93	2	1
3	4	200932712378	283.69	4	2	3	1	8	93	2	2
2	4	200932712380	463.464	4	1	1	1	12	93	2	1
126	4	200932712381	463.464	2	1	2	98	12	93	2	1
2	4	200932712382	463.464	5	1	1	4	12	93	2	1
2	5	200932712383	463.464	4	1	1	3	12	93	2	1
124	2	200932712384	94.563	2	1	1	98	2	93	2	1
124	2	200932712384	94.563	2	2	1	98	2	93	2	1
124	2	200932712384	94.563	2	3	1	98	2	93	2	1
137	2	200932712384	94.563	3	4	99	98	2	93	2	1
2	4	200932712385	283.69	4	1	4	2	2	93	2	1
138	5	200932712386	94.563	3	1	3	98	2	93	2	1
101	5	200932712386	94.563	1	2	0	98	2	93	2	1
138	5	200932712388	94.563	3	1	1	98	2	93	2	1
101	5	200932712389	94.563	1	1	0	98	2	93	2	1
124	6	200932712390	94.563	2	1	1	98	2	93	2	1
124	6	200932712391	94.563	2	1	1	98	2	93	2	1
124	4	200932712393	283.69	2	1	1	98	2	93	2	1
124	6	200932712394	94.563	2	1	1	98	2	93	2	1
124	6	200932712395	94.563	2	1	1	98	2	93	2	1
101	5	200932712397	94.563	1	1	0	98	6	93	2	1
1	5	200932712400	94.563	4	1	15	5	6	93	2	2
101	2	200932712401	94.563	1	1	0	98	6	93	2	1
137	5	200932712402	94.563	3	1	99	98	6	93	2	1
101	5	200932712402	94.563	1	2	0	98	6	93	2	1
124	6	200932712403	94.563	2	1	99	98	6	93	2	1
124	6	200932712404	94.563	2	1	99	98	6	93	2	1
